"db","variant","stratum","horizon","outcome","method","composition","events_trt","events_ctl","sparse_lt20","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p"
"MIMIC","egfr","G1","7d","death","psm",NA,13,1,TRUE,2307,0.00563502384048548,0.000433463372345037,13.068003463622,1.7073056268334,100.024689101491,0.0133184423880069,0.00520156046814039,0.00203038209562376,0.00837273884065702,0.00131384379865989
"MIMIC","egfr","G1","7d","death","dr",NA,13,1,TRUE,2307,0.00563502384048548,0.000433463372345037,16.8920922623901,1.9344102102048,147.50893036844,0.0105650932868699,0.00559428507496446,0.00218094377616249,0.00900762637376643,0.00132566290505832
"MIMIC","egfr","G2","48h","make","psm","AKI stage>=2 OR new RRT OR fixed-window death",90,31,FALSE,1647,0.0546448087431694,0.0188221007893139,3.01323880415133,1.9913696363287,4.55947902649685,1.79334775568723e-07,0.0358227079538555,0.0230294105889448,0.0486160053187663,4.36725304531993e-08
"MIMIC","egfr","G2","48h","make","dr","AKI stage>=2 OR new RRT OR fixed-window death",90,31,FALSE,1647,0.0546448087431694,0.0188221007893139,3.04179007808133,2.01620410998656,4.5890626019881,1.14456607088455e-07,0.0359024329547994,0.0232556414161751,0.0485492244934237,2.84517643790974e-08
"MIMIC","egfr","G2","48h","aki2","psm",NA,83,29,FALSE,1647,0.050394656952034,0.0176077717061324,2.96088707303304,1.92878818083037,4.54526440299934,6.90536147607146e-07,0.0327868852459016,0.0204556208331125,0.0451181496586907,1.99035957568137e-07
"MIMIC","egfr","G2","48h","aki2","dr",NA,83,29,FALSE,1647,0.050394656952034,0.0176077717061324,2.9288618832183,1.9199565468187,4.46793024830842,6.11915783539676e-07,0.0322251309587184,0.0201294207308275,0.0443208411866094,1.88214344030136e-07
"MIMIC","egfr","G2","48h","new_rrt","psm",NA,8,2,TRUE,1647,0.00485731633272617,0.00121432908318154,4.01464307053422,0.850825828939265,18.9431942891086,0.0791025538377995,0.00364298724954463,-0.000113621455369456,0.00739959595445873,0.0574261810665082
"MIMIC","egfr","G2","48h","new_rrt","dr",NA,8,2,TRUE,1647,0.00485731633272617,0.00121432908318154,3.93725356073473,0.861226032084185,17.9998804309285,0.0771713303543637,0.00354850089128177,-0.000104490162814459,0.00720149194537799,0.0570057147258051
"MIMIC","egfr","G2","48h","death","psm",NA,9,0,TRUE,1647,0.00546448087431694,0,34693462.8185839,18015393.2035025,66811551.0301742,0,0.00546448087431694,0.0019030398242516,0.00902592192438229,0.00265557690873442
"MIMIC","egfr","G2","48h","death","dr",NA,9,0,TRUE,1647,0.00546448087431694,0,99383385.7530631,47787047.8879619,206689004.66292,0,0.00598328377637734,0.00203598396675762,0.00993058358599706,0.00299028522446458
"MIMIC","egfr","G2","7d","make","psm","AKI stage>=2 OR new RRT OR fixed-window death",146,59,FALSE,1515,0.0963696369636964,0.0389438943894389,2.63183568359926,1.92772643778599,3.59312344827391,1.11573853042573e-09,0.0574257425742575,0.0396513447117867,0.0752001404367282,2.77137994705675e-10
"MIMIC","egfr","G2","7d","make","dr","AKI stage>=2 OR new RRT OR fixed-window death",146,59,FALSE,1515,0.0963696369636964,0.0389438943894389,2.6605176292795,1.95223227650327,3.62577452534766,5.7980363643517e-10,0.0575148246649572,0.0400136675945291,0.0750159817353854,1.37376580415993e-10
"MIMIC","egfr","G2","7d","aki2","psm",NA,134,55,FALSE,1515,0.0884488448844885,0.0363036303630363,2.57573563294025,1.86572300697875,3.55594802978899,8.90351298490171e-09,0.052145214521452,0.0350177403895464,0.0692726886533577,2.69180562236864e-09
"MIMIC","egfr","G2","7d","aki2","dr",NA,134,55,FALSE,1515,0.0884488448844885,0.0363036303630363,2.56392231653276,1.86186544011002,3.53070501422823,8.03822683512045e-09,0.0514424009124189,0.0345708985522273,0.0683139032726105,2.55104848751975e-09
"MIMIC","egfr","G2","7d","new_rrt","psm",NA,20,0,TRUE,1515,0.0132013201320132,0,84471040.0131259,54329746.459562,131334251.784334,0,0.0132013201320132,0.00745200524875936,0.018950635015267,7.0360500529815e-06
"MIMIC","egfr","G2","7d","new_rrt","dr",NA,20,0,TRUE,1515,0.0132013201320132,0,72958487.2248237,45526745.1697825,116918985.494877,0,0.0123867028564563,0.00689486275783155,0.0178785429550811,1.01831685136757e-05
"MIMIC","egfr","G2","7d","death","psm",NA,15,4,TRUE,1515,0.0099009900990099,0.00264026402640264,3.77749991526227,1.25036150448948,11.4123040085376,0.0184684759001601,0.00726072607260725,0.00164329286487548,0.012878159280339,0.0113472965797953
"MIMIC","egfr","G2","7d","death","dr",NA,15,4,TRUE,1515,0.0099009900990099,0.00264026402640264,4.27438399043069,1.44864136332769,12.6120646283916,0.00850424230837074,0.00794422237026294,0.00237808246978729,0.0135103622707386,0.00518429385923789
"MIMIC","egfr","G3plus","48h","make","psm","AKI stage>=2 OR new RRT OR fixed-window death",59,54,FALSE,618,0.0954692556634304,0.087378640776699,1.10236533492346,0.748210084563843,1.62415524290787,0.62207475455624,0.00809061488673137,-0.0240679257805832,0.040249155554046,0.622024640320641
"MIMIC","egfr","G3plus","48h","make","dr","AKI stage>=2 OR new RRT OR fixed-window death",59,54,FALSE,618,0.0954692556634304,0.087378640776699,1.35732598802156,0.865984405276234,2.12744458968755,0.182710271708422,0.01757125051794,-0.0120785369800112,0.0472210380158912,0.24564557672507
"MIMIC","egfr","G3plus","48h","aki2","psm",NA,36,30,FALSE,618,0.058252427184466,0.0485436893203883,1.21237112303467,0.736593355084631,1.99546157974704,0.448759096404623,0.0097087378640776,-0.0153739259512675,0.0347914016794227,0.448202933184314
"MIMIC","egfr","G3plus","48h","aki2","dr",NA,36,30,FALSE,618,0.058252427184466,0.0485436893203883,1.35569016803499,0.807104066740343,2.27714852079664,0.250109260822623,0.0140889453660602,-0.00990481888362576,0.0380827096157461,0.249999706389734
"MIMIC","egfr","G3plus","48h","new_rrt","psm",NA,21,17,TRUE,618,0.0339805825242718,0.0275080906148867,1.24357079510084,0.649240742782721,2.38196437857455,0.510938868289418,0.00647249190938511,-0.0127874020259719,0.0257323858447422,0.510224915580683
"MIMIC","egfr","G3plus","48h","new_rrt","dr",NA,21,17,TRUE,618,0.0339805825242718,0.0275080906148867,2.49277287289463,1.27618380240242,4.86913921344371,0.00749674282672637,0.0178730891276322,0.00141901207840317,0.0343271661768613,0.033450798341259
"MIMIC","egfr","G3plus","48h","death","psm",NA,10,9,TRUE,618,0.0161812297734628,0.0145631067961165,1.11293859649114,0.448757609447398,2.76013663831777,0.817386800226114,0.00161812297734628,-0.0121103652251831,0.0153466111798757,0.817339502190387
"MIMIC","egfr","G3plus","48h","death","dr",NA,10,9,TRUE,618,0.0161812297734628,0.0145631067961165,0.741996315998935,0.192056572258658,2.86664770948068,0.665196166171221,-0.00486451753352004,-0.0210466519297268,0.0113176168626867,0.555838297566539
"MIMIC","egfr","G3plus","7d","make","psm","AKI stage>=2 OR new RRT OR fixed-window death",87,72,FALSE,480,0.18125,0.15,1.25445292620866,0.891121489485256,1.76592323565494,0.193836749885997,0.03125,-0.0157895258109364,0.0782895258109363,0.193196386819583
"MIMIC","egfr","G3plus","7d","make","dr","AKI stage>=2 OR new RRT OR fixed-window death",87,72,FALSE,480,0.18125,0.15,1.29825347785019,0.896458854909792,1.88013324149686,0.167126878931397,0.0316123001290135,-0.0151513193849622,0.0783759196429892,0.185502387875243
"MIMIC","egfr","G3plus","7d","aki2","psm",NA,67,47,FALSE,480,0.139583333333333,0.0979166666666667,1.49456489860624,1.00488921807716,2.22285620739376,0.0472467053318627,0.0416666666666667,0.000781365706429962,0.0825519676269034,0.046057893602373
"MIMIC","egfr","G3plus","7d","aki2","dr",NA,67,47,FALSE,480,0.139583333333333,0.0979166666666667,1.5886867599284,1.06301586664681,2.37430663112611,0.0239394641158946,0.045347783932696,0.00498762495926343,0.0857079429061287,0.0278904153102594
"MIMIC","egfr","G3plus","7d","new_rrt","psm",NA,32,30,FALSE,480,0.0666666666666667,0.0625,1.07142857134967,0.639841414238206,1.79413079234823,0.793085545317772,0.00416666666666671,-0.0269612812536581,0.0352946145869915,0.793101841678641
"MIMIC","egfr","G3plus","7d","new_rrt","dr",NA,32,30,FALSE,480,0.0666666666666667,0.0625,1.24265253528429,0.726437152306881,2.12569706621523,0.427687459861103,0.0108373461408175,-0.0185156996004337,0.0401903918820686,0.469461940961331
"MIMIC","egfr","G3plus","7d","death","psm",NA,15,11,TRUE,480,0.03125,0.0229166666666667,1.3753665675625,0.624600802789256,3.02854749260849,0.428717987041028,0.00833333333333332,-0.0122184291703746,0.0288850958370412,0.42696087278029
"MIMIC","egfr","G3plus","7d","death","dr",NA,15,11,TRUE,480,0.03125,0.0229166666666667,1.626463846951,0.528531178304115,5.00516290056306,0.396360779607417,0.00384525222618326,-0.0177079350854118,0.0253984395377784,0.726657371857768
