"db","database_role","analysis_set","variant","stratum","outcome","method","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p"
"EICU","supplementary","primary","egfr","G1","aki1_48h","psm",580,0.143103448275862,0.103448275862069,1.44735075935763,1.01538776739452,2.06307805538019,0.0409102748884233,0.0396551724137931,0.00185350228179651,0.0774568425457896,0.0399963019329245
"EICU","supplementary","primary","egfr","G1","aki1_48h","dr",580,0.143103448275862,0.103448275862069,1.49116809027951,1.03179406001398,2.1550640381063,0.0334546887877897,0.0422520179317519,0.00336136081043384,0.0811426750530699,0.0334319732453735
"EICU","supplementary","primary","egfr","G1","aki2_48h","psm",580,0.0310344827586207,0.00862068965517241,3.68327401614939,1.35705144292745,9.99704731073084,0.0104876447843108,0.0224137931034483,0.00640678785585808,0.0384207983510384,0.00615421400728033
"EICU","supplementary","primary","egfr","G1","aki2_48h","dr",580,0.0310344827586207,0.00862068965517241,3.87966605510078,1.38515293944144,10.8665319695101,0.00987928674341901,0.0234538939177725,0.00684766125854181,0.0400601265770032,0.00572660608526661
"EICU","supplementary","primary","egfr","G1","aki3_48h","psm",580,0.0103448275862069,0,66002197.5834138,29507837.5709221,147631627.541993,0,0.0103448275862069,0.00210305992693305,0.0185865952454808,0.0140337014730188
"EICU","supplementary","primary","egfr","G1","aki3_48h","dr",580,0.0103448275862069,0,67069488.0267627,29421066.0713612,152894399.314469,0,0.0105906072852655,0.00214228428071965,0.0190389302898114,0.0141563391933869
"EICU","supplementary","primary","egfr","G1","aki1_7d","psm",569,0.186291739894552,0.145869947275923,1.34055010538917,0.97882163426133,1.83595715721493,0.0677613862820302,0.0404217926186291,-0.00279746036001952,0.0836410455972778,0.0670441014063925
"EICU","supplementary","primary","egfr","G1","aki1_7d","dr",569,0.186291739894552,0.145869947275923,1.40634962502093,1.01650854651187,1.9456986117661,0.0395075699900138,0.0460064811804707,0.00201525180663416,0.0899977105543073,0.0406151090120751
"EICU","supplementary","primary","egfr","G1","aki2_7d","psm",569,0.0456942003514939,0.0246045694200351,1.89818468766003,0.980100710600188,3.67626007153956,0.0573807297999693,0.0210896309314587,-0.000293568041303368,0.0424728299042208,0.0534732164021762
"EICU","supplementary","primary","egfr","G1","aki2_7d","dr",569,0.0456942003514939,0.0246045694200351,1.97162487452489,1.0103163632635,3.84761129008008,0.0465812731498588,0.0223314509470037,0.000701058455592422,0.0439618434384149,0.043253624694841
