"db","outcome","scale","egfr","n_pairs","events_trt","events_ctl","estimate","ci_lo","ci_hi","p","egfr_cell","sparse_lt20"
"EICU","aki1_7d","RD",76,1815,485,442,0.00280658017005911,-0.0344563604846394,0.0400695208247576,0.882639666239705,"G2_60_89",FALSE
"EICU","aki1_7d","RD",78,1815,485,442,-0.00524477369438778,-0.0420842422608753,0.0315946948720997,0.780212646069323,"G2_60_89",FALSE
"EICU","aki1_7d","RD",80,1815,485,442,-0.0128478299576605,-0.0497595744672237,0.0240639145519026,0.495102995129902,"G2_60_89",FALSE
"EICU","aki1_7d","RD",82,1815,485,442,-0.0198976759162098,-0.0572981438780789,0.0175027920456593,0.297062770775648,"G2_60_89",FALSE
"EICU","aki1_7d","RD",84,1815,485,442,-0.0262893988664862,-0.0644678771788387,0.0118890794458664,0.177131316220295,"G2_60_89",FALSE
"EICU","aki1_7d","RD",86,1815,485,442,-0.03191808610494,-0.0710140017331061,0.0071778295232262,0.109564633946987,"G2_60_89",FALSE
"EICU","aki1_7d","RD",88,1815,485,442,-0.0366788249280219,-0.0766836583617564,0.0033260085057125,0.0723284325993384,"G2_60_89",FALSE
"EICU","aki1_7d","RD",90,1815,485,442,-0.0404667026321825,-0.0812461355887286,0.000312730324363499,0.0517786969898801,"G1_ge90",FALSE
"EICU","aki1_7d","RD",92,1815,485,442,-0.0431975579457441,-0.0845436289230757,-0.00185148696841254,0.0405826127835441,"G1_ge90",FALSE
"EICU","aki1_7d","RD",94,1815,485,442,-0.0448702353245162,-0.0866078708447355,-0.00313259980429691,0.0351083113792883,"G1_ge90",FALSE
"EICU","aki1_7d","RD",96,1815,485,442,-0.04550433065618,-0.087563643821057,-0.00344501749130299,0.0339604675743933,"G1_ge90",FALSE
"EICU","aki1_7d","RD",98,1815,485,442,-0.0451194398284169,-0.0875913932381499,-0.00264748641868389,0.0373263536180393,"G1_ge90",FALSE
"EICU","aki1_7d","RD",100,1815,485,442,-0.0437351587289082,-0.0869198793899663,-0.000550438067850018,0.0471464280041745,"G1_ge90",FALSE
"EICU","aki1_7d","RD",102,1815,485,442,-0.0413710832453349,-0.0858099297392625,0.00306776324859261,0.0680471288413769,"G1_ge90",FALSE
"EICU","aki1_7d","RD",104,1815,485,442,-0.0380468092653787,-0.0845258821191734,0.00843226358841595,0.108622490759873,"G1_ge90",FALSE
"EICU","aki1_7d","RD",106,1815,485,442,-0.0337819326767206,-0.083299098808235,0.0157352334547937,0.18116900392215,"G1_ge90",FALSE
"EICU","aki1_7d","RD",108,1815,485,442,-0.0285960493670421,-0.0822968574436312,0.0251047587095471,0.29661797571922,"G1_ge90",FALSE
"EICU","aki1_7d","RD",110,1815,485,442,-0.0225087552240242,-0.0816103017107717,0.0365927912627232,0.455387339810372,"G1_ge90",FALSE
"EICU","aki1_7d","RD",112,1815,485,442,-0.0155396461353485,-0.0812639893480633,0.0501846970773662,0.643066275566074,"G1_ge90",FALSE
"EICU","aki1_7d","RD",114,1815,485,442,-0.00770831798869609,-0.0812375907572787,0.0658209547798865,0.837202346622982,"G1_ge90",FALSE
"EICU","aki1_7d","RD",116,1815,485,442,0.000965633328251614,-0.0814879235874802,0.0834191902439834,0.981686942948053,"G1_ge90",FALSE
"EICU","aki1_7d","RD",118,1815,485,442,0.0104626119278135,-0.0819648523494437,0.102890076205071,0.824416450517201,"G1_ge90",FALSE
"EICU","aki1_7d","RD",120,1815,485,442,0.0207630219223081,-0.0826202805706683,0.124146324415284,0.693848846406808,"G1_ge90",FALSE
