"db","variant","stratum","horizon","outcome","method","composition","events_trt","events_ctl","sparse_lt20","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p"
"EICU","egfr","G2","7d","death","psm",NA,34,27,FALSE,742,0.045822102425876,0.0363881401617251,1.27170956266987,0.758961533822768,2.13086584723232,0.361395495049665,0.00943396226415093,-0.0107763404402973,0.0296442649685992,0.360388803950918
"EICU","egfr","G2","7d","death","dr",NA,34,27,FALSE,742,0.045822102425876,0.0363881401617251,1.15244211722,0.678333197638642,1.95792103079413,0.599791439650777,0.00498724640380192,-0.0153635290270741,0.0253380218346779,0.631066763194293
"EICU","egfr","G3plus","48h","make","psm","AKI stage>=2 OR new RRT OR fixed-window death",70,57,FALSE,522,0.134099616858238,0.109195402298851,1.26339077489071,0.86984931578408,1.83498017543439,0.219532988834037,0.0249042145593869,-0.0147621952222321,0.064570624341006,0.218761759677402
"EICU","egfr","G3plus","48h","make","dr","AKI stage>=2 OR new RRT OR fixed-window death",70,57,FALSE,522,0.134099616858238,0.109195402298851,1.15430233675361,0.786746872770774,1.69357379196481,0.463143855119473,0.0142916991359599,-0.0254131045095669,0.0539965027814866,0.480657253055348
"EICU","egfr","G3plus","48h","aki2","psm",NA,18,21,TRUE,522,0.0344827586206897,0.0402298850574713,0.85204081632686,0.44828214612496,1.61945676168993,0.625067282549887,-0.00574712643678157,-0.028773056219082,0.0172788033455189,0.624800515370861
"EICU","egfr","G3plus","48h","aki2","dr",NA,18,21,TRUE,522,0.0344827586206897,0.0402298850574713,0.812031532773922,0.419574338778543,1.57158136062082,0.536536282369987,-0.00746989530526219,-0.0309909390126467,0.0160511484021223,0.53377348599594
"EICU","egfr","G3plus","48h","new_rrt","psm",NA,20,20,FALSE,522,0.0383141762452107,0.0383141762452107,1,0.531188226991889,1.88257184400149,1,-1.73928936412899e-17,-0.0233103374687815,0.0233103374687815,0.999999999999999
"EICU","egfr","G3plus","48h","new_rrt","dr",NA,20,20,FALSE,522,0.0383141762452107,0.0383141762452107,1.01911471691984,0.522780256894549,1.98667564917644,0.955664402507987,0.000694106721478363,-0.0238557784135661,0.0252439918565228,0.955817928562051
"EICU","egfr","G3plus","48h","death","psm",NA,39,18,TRUE,522,0.0747126436781609,0.0344827586206897,2.2608695652165,1.27497152748891,4.00913360080248,0.00525135637396662,0.0402298850574712,0.0127484856212663,0.0677112844936762,0.00419776769863398
"EICU","egfr","G3plus","48h","death","dr",NA,39,18,TRUE,522,0.0747126436781609,0.0344827586206897,2.00818718371762,1.11754477036877,3.60863910939063,0.0197191633461902,0.0326623312317147,0.00576495481635162,0.0595597076470777,0.0174878470678809
"EICU","egfr","G3plus","7d","make","psm","AKI stage>=2 OR new RRT OR fixed-window death",88,85,FALSE,466,0.188841201716738,0.182403433476395,1.04351073762841,0.749716101741518,1.45243600479748,0.800681812179781,0.00643776824034333,-0.0435377994079165,0.0564133358886032,0.8007228555332
"EICU","egfr","G3plus","7d","make","dr","AKI stage>=2 OR new RRT OR fixed-window death",88,85,FALSE,466,0.188841201716738,0.182403433476395,1.01762483049058,0.72973206913674,1.4190965964481,0.91798394178044,0.00254993836783905,-0.0474613426417999,0.052561219377478,0.920417484645275
"EICU","egfr","G3plus","7d","aki2","psm",NA,28,34,FALSE,466,0.0600858369098712,0.0729613733905579,0.812248187120683,0.483816607238801,1.3636305732581,0.43146720667882,-0.0128755364806867,-0.0448968525386929,0.0191457795773195,0.430838086612028
"EICU","egfr","G3plus","7d","aki2","dr",NA,28,34,FALSE,466,0.0600858369098712,0.0729613733905579,0.798324559262347,0.474406980812092,1.34340793390192,0.396299758346879,-0.0139265211461992,-0.0459577308702158,0.0181046885778175,0.394340552791143
"EICU","egfr","G3plus","7d","new_rrt","psm",NA,27,21,FALSE,466,0.0579399141630901,0.0450643776824034,1.30328665299058,0.72538057106625,2.34160683042096,0.375587229699645,0.0128755364806867,-0.0155226837025455,0.0412737566639189,0.37442150284045
"EICU","egfr","G3plus","7d","new_rrt","dr",NA,27,21,FALSE,466,0.0579399141630901,0.0450643776824034,1.33265777923073,0.736375111474238,2.41178270268889,0.342684598552014,0.013960381528037,-0.0148299682152828,0.0427507312713568,0.342156502229208
"EICU","egfr","G3plus","7d","death","psm",NA,52,52,FALSE,466,0.111587982832618,0.111587982832618,0.999999999999999,0.66481110927037,1.50418665701525,0.999999999999997,9.79480528347363e-17,-0.0404725453557371,0.0404725453557373,0.999999999999996
"EICU","egfr","G3plus","7d","death","dr",NA,52,52,FALSE,466,0.111587982832618,0.111587982832618,0.967456262323567,0.640654908021986,1.46096066351679,0.874987537115904,-0.00331368695707267,-0.0439644787854267,0.0373371048712814,0.873096066805979
