"db","analysis","outcome","events_trt","events_ctl","sparse_lt20","n_treated","n_control","ess_total","ess_treated","ess_control","max_weighted_smd","n_weighted_viol","mice_m","mice_logged_events","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p"
"EICU","stabilized_iptw_ate","aki1_48h",483,1967,FALSE,1981,15161,15558.1299033791,1065.73878981673,14884.6169925987,0.279522428961762,2,20,200,17142,0.231985740063946,0.134294935457694,1.94716309501521,1.67989948214874,2.25694701312701,9.03127774731947e-19,0.0976908046062521,0.0721974641850969,0.123184145027407,6.16792212304344e-14
"EICU","stabilized_iptw_ate","aki2_48h",69,213,FALSE,1981,15161,15558.1299033791,1065.73878981673,14884.6169925987,0.279522428961762,2,20,200,17142,0.0307585777546629,0.014440725478348,2.16584823341249,1.55103429414214,3.02436805420251,5.71798145406615e-06,0.0163178522763149,0.00702720972176066,0.0256084948308691,0.0005777505859343
"EICU","stabilized_iptw_ate","aki1_7d",540,2321,FALSE,1981,15161,15558.1299033791,1065.73878981673,14884.6169925987,0.279522428961762,2,20,200,17142,0.260472818653181,0.157550658378346,1.88335349105036,1.63584682219151,2.16830837957047,1.29045253717356e-18,0.102922160274835,0.0765117349860603,0.12933258556361,2.31902324711188e-14
"EICU","stabilized_iptw_ate","aki2_7d",121,453,FALSE,1981,15161,15558.1299033791,1065.73878981673,14884.6169925987,0.279522428961762,2,20,200,17142,0.0510627138026302,0.0305302117033598,1.70871977136037,1.33301696401777,2.190312153446,2.34733036761207e-05,0.0205325020992704,0.00905897956559918,0.0320060246329415,0.000453448235145587
