"db","missing_post_rule","outcome","method","events_trt","events_ctl","sparse_lt20","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p"
"EICU","drop_pair_if_either_arm_missing","aki1_48h","psm",442,394,FALSE,1735,0.254755043227666,0.227089337175792,1.16347297631672,0.995562174821082,1.35970349301646,0.0569014049398073,0.0276657060518732,-0.000785504494971789,0.0561169165987182,0.056747505079964
"EICU","drop_pair_if_either_arm_missing","aki1_48h","dr",442,394,FALSE,1735,0.254755043227666,0.227089337175792,1.32110414647393,1.12157921555481,1.55612384896706,0.000857558980537198,0.0457626216586884,0.0176921492140781,0.0738330941032987,0.0014091999687034
"EICU","drop_pair_if_either_arm_missing","aki2_48h","psm",64,52,FALSE,1735,0.0368876080691643,0.029971181556196,1.23960778896967,0.854322974199974,1.79864935964438,0.258062224253819,0.0069164265129682,-0.00504676861312547,0.0188796216390619,0.257226039502574
"EICU","drop_pair_if_either_arm_missing","aki2_48h","dr",64,52,FALSE,1735,0.0368876080691643,0.029971181556196,1.21537697123602,0.837078313875245,1.76463917142046,0.305246567287689,0.00621592395120208,-0.00572850785561062,0.0181603557580148,0.307804038364514
"EICU","drop_pair_if_either_arm_missing","aki1_7d","psm",478,430,FALSE,1742,0.274397244546498,0.246842709529277,1.15384162496276,0.9916354375647,1.34258059470553,0.0641224264496362,0.0275545350172215,-0.00159256748698188,0.0567016375214249,0.0639801517546899
"EICU","drop_pair_if_either_arm_missing","aki1_7d","dr",478,430,FALSE,1742,0.274397244546498,0.246842709529277,1.26991035500957,1.085706069714,1.48536731510153,0.00280411036228728,0.0427406127257919,0.0138440550014273,0.0716371704501565,0.00376678442778974
"EICU","drop_pair_if_either_arm_missing","aki2_7d","psm",104,86,FALSE,1742,0.0597014925373134,0.0493685419058553,1.22259135357963,0.911343947560844,1.6401377568241,0.180019403287355,0.0103329506314582,-0.00474768655216299,0.0254135878150793,0.179374802266353
"EICU","drop_pair_if_either_arm_missing","aki2_7d","dr",104,86,FALSE,1742,0.0597014925373134,0.0493685419058553,1.2575772089623,0.937110341715577,1.68763524005737,0.126716338384271,0.0117705520622011,-0.00332916812556945,0.0268702722499717,0.126637847539224
