"set","outcome","outcome_type","method","match_rate","max_smd","n_viol","covariate_count","mice_logged_events","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p","mean_trt","mean_ctl","did","did_ci_lo","did_ci_hi","did_p"
"S1","death_7d_censored","binary","dr",0.999815770081061,0.248382318818102,3,20,50,4380,0.0114155251141553,0.00981735159817352,1.52488782498249,0.997390640491747,2.33136625147535,0.0514224679896586,0.00364093691916184,-0.000701776807007827,0.00798365064533151,0.100363701092576,NA,NA,NA,NA,NA,NA
"S1","hosp_mort_descriptive","binary","psm",0.999815770081061,0.248382318818102,3,20,50,5427,0.0239543025612677,0.0484613967201032,0.481885506841632,0.389195824070765,0.596649879937547,2.11004240096429e-11,-0.0245070941588354,-0.0315214518057213,-0.0174927365119495,7.89710283388392e-12,NA,NA,NA,NA,NA,NA
"S1","hosp_mort_descriptive","binary","dr",0.999815770081061,0.248382318818102,3,20,50,5427,0.0239543025612677,0.0484613967201032,0.847021131709811,0.672236565782257,1.06725048008673,0.159121207017202,-0.00757211744223388,-0.0139662547987934,-0.00117798008567436,0.0203005788308806,NA,NA,NA,NA,NA,NA
"S1","delta_cr_48h","continuous","psm",0.999815770081061,0.248382318818102,3,20,50,5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271217984153308,0.208881518334255,0.0623364658190529,0.0492796623463542,0.0753932692917516,9.76862177837466e-21
"S1","delta_cr_48h","continuous","dr",0.999815770081061,0.248382318818102,3,20,50,5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271217984153308,0.208881518334255,0.094525643849856,0.0817766945643718,0.10727459313534,2.10971090140782e-47
"S1","delta_cr_7d","continuous","psm",0.999815770081061,0.248382318818102,3,20,50,5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365634789017874,0.353510226644555,0.0121245623733186,-0.00880685777134005,0.0330559825179772,0.256260690040209
"S1","delta_cr_7d","continuous","dr",0.999815770081061,0.248382318818102,3,20,50,5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365634789017874,0.353510226644555,0.0751693808487863,0.0556561988206977,0.0946825628768749,4.68829717697889e-14
"S2","aki1_48h","binary","psm",1,0.256163124293522,5,22,50,4763,0.352928826369935,0.235565819861432,1.76995775597306,1.61840886934104,1.93569778149124,7.28814409114399e-36,0.117363006508503,0.0992108606172428,0.135515152399763,1.6560854044853e-36,NA,NA,NA,NA,NA,NA
"S2","aki1_48h","binary","dr",1,0.256163124293522,5,22,50,4763,0.352928826369935,0.235565819861432,2.13611878731889,1.94088483946047,2.35099135237986,2.50652160506826e-54,0.143302877339968,0.125696951937893,0.160908802742043,1.45558794162084e-56,NA,NA,NA,NA,NA,NA
"S2","aki2_48h","binary","psm",1,0.256163124293522,5,22,50,4763,0.0478689901322696,0.026873819021625,1.82052783891241,1.46051770244828,2.26927863092605,9.84594932471698e-08,0.0209951711106446,0.0133882437551575,0.0286020984661316,6.46917483454216e-08,NA,NA,NA,NA,NA,NA
"S2","aki2_48h","binary","dr",1,0.256163124293522,5,22,50,4763,0.0478689901322696,0.026873819021625,2.04913579623068,1.64273002353596,2.55608496297872,2.00529603331541e-10,0.0245613972466845,0.0169847052315232,0.0321380892618458,2.1976462095546e-10,NA,NA,NA,NA,NA,NA
"S2","aki3_48h","binary","psm",1,0.256163124293522,5,22,50,4763,0.00986773042200294,0.00713835817761915,1.38616347109049,0.889921362301859,2.15912242359892,0.148680503721576,0.00272937224438381,-0.000958376412264557,0.00641712090103218,0.146915036237594,NA,NA,NA,NA,NA,NA
"S2","aki3_48h","binary","dr",1,0.256163124293522,5,22,50,4763,0.00986773042200294,0.00713835817761915,2.38720249558542,1.52359030383129,3.74033343517541,0.000145949906568623,0.00535951231570865,0.00168867967739844,0.00903034495401886,0.00422358692922905,NA,NA,NA,NA,NA,NA
"S2","aki1_7d","binary","psm",1,0.256163124293522,5,22,50,4334,0.391093677895708,0.265805260729119,1.77409964316787,1.61991747798836,1.94295671641056,4.35495504499466e-35,0.125288417166588,0.105688592741769,0.144888241591407,1.05586725943161e-35,NA,NA,NA,NA,NA,NA
"S2","aki1_7d","binary","dr",1,0.256163124293522,5,22,50,4334,0.391093677895708,0.265805260729119,2.00421213014924,1.82156810126143,2.20516941411946,3.82565281407965e-46,0.141430547329367,0.122399614059278,0.160461480599456,1.6811197225458e-47,NA,NA,NA,NA,NA,NA
"S2","aki2_7d","binary","psm",1,0.256163124293522,5,22,50,4334,0.083756345177665,0.0498384863867097,1.74276699440373,1.46444428918781,2.07398589294748,3.92131755827211e-10,0.0339178587909551,0.0234287081289248,0.0444070094529854,2.44567889580018e-10,NA,NA,NA,NA,NA,NA
"S2","aki2_7d","binary","dr",1,0.256163124293522,5,22,50,4334,0.083756345177665,0.0498384863867097,1.92741651140178,1.61259347702857,2.30370174587926,5.52519274346394e-13,0.0387488467282837,0.0283026580478984,0.0491950354086691,3.89643000876228e-13,NA,NA,NA,NA,NA,NA
"S2","aki3_7d","binary","psm",1,0.256163124293522,5,22,50,4334,0.0242270419935395,0.020073834794647,1.21203348769226,0.909319184999308,1.61552202958148,0.189646344337016,0.00415320719889246,-0.002043495693185,0.0103499100909699,0.188999477001979,NA,NA,NA,NA,NA,NA
"S2","aki3_7d","binary","dr",1,0.256163124293522,5,22,50,4334,0.0242270419935395,0.020073834794647,1.67689863255999,1.24507676025371,2.25848647541101,0.00066670860507892,0.00845534658558394,0.00239361297469964,0.0145170801964682,0.00627066376226187,NA,NA,NA,NA,NA,NA
"S2","aki2_rrt_48h","binary","psm",1,0.256163124293522,5,22,50,4763,0.0520680243543985,0.0300230946882217,1.7745974955141,1.43864484821639,2.18900187561179,8.4794199292274e-08,0.022044929666177,0.01408815337552,0.030001705956834,5.76280697794462e-08,NA,NA,NA,NA,NA,NA
"S2","aki2_rrt_48h","binary","dr",1,0.256163124293522,5,22,50,4763,0.0520680243543985,0.0300230946882217,2.08427454045402,1.68561744415339,2.57721606705769,1.19605166382421e-11,0.027304348146106,0.0193727658468915,0.0352359304453204,1.59430978900515e-11,NA,NA,NA,NA,NA,NA
"S2","aki2_rrt_7d","binary","psm",1,0.256163124293522,5,22,50,4334,0.0888324873096447,0.0521458237194278,1.77213005124913,1.49512321278183,2.10045893990042,4.16886168957648e-11,0.0366866635902168,0.025935707603353,0.0474376195770805,2.3972173402005e-11,NA,NA,NA,NA,NA,NA
"S2","aki2_rrt_7d","binary","dr",1,0.256163124293522,5,22,50,4334,0.0888324873096447,0.0521458237194278,2.00169796653106,1.67940109472986,2.38584740821494,9.33343402156547e-15,0.0425822207287592,0.0318847109846528,0.0532797304728656,6.80560611789271e-15,NA,NA,NA,NA,NA,NA
"S2","death_48h_all","binary","psm",1,0.256163124293522,5,22,50,5428,0.00571112748710391,0.00386882829771555,1.47892568169602,0.848773186074029,2.57692067547156,0.167202209802965,0.00184229918938835,-0.000755326845448595,0.00443992522422529,0.16453327712769,NA,NA,NA,NA,NA,NA
"S2","death_48h_all","binary","dr",1,0.256163124293522,5,22,50,5428,0.00571112748710391,0.00386882829771555,2.99519213278095,1.53847528059612,5.83121225633008,0.00124927781574463,0.00413628268322092,0.0011996876278163,0.00707287773862554,0.00577711540784768,NA,NA,NA,NA,NA,NA
"S2","death_48h_never","binary","psm",1,0.256163124293522,5,22,50,4208,0.00451520912547528,0.00451520912547528,0.999999999999996,0.528652362108138,1.89160225448011,0.999999999999989,6.3789945851992e-19,-0.00286510843136259,0.00286510843136259,1,NA,NA,NA,NA,NA,NA
"S2","death_48h_never","binary","dr",1,0.256163124293522,5,22,50,4208,0.00451520912547528,0.00451520912547528,1.45488872817298,0.751880789111998,2.81520853041702,0.265602606095653,0.000857686338519691,-0.00198838501964216,0.00370375769668154,0.554763019680486,NA,NA,NA,NA,NA,NA
"S2","death_48h_censored","binary","psm",1,0.256163124293522,5,22,50,4763,0.00503884106655469,0.00398908251102246,1.26449062087901,0.691691122804898,2.31163373010643,0.445814018600362,0.00104975855553222,-0.00164276546250958,0.00374228257357402,0.444789146163292,NA,NA,NA,NA,NA,NA
"S2","death_48h_censored","binary","dr",1,0.256163124293522,5,22,50,4763,0.00503884106655469,0.00398908251102246,2.35424445844801,1.15766688932417,4.78761811471412,0.0180655780551126,0.00277848148747956,-0.00016898566147965,0.00572594863643878,0.0646871413893667,NA,NA,NA,NA,NA,NA
"S2","death_7d_all","binary","psm",1,0.256163124293522,5,22,50,5428,0.012343404568902,0.0154753131908622,0.795089757599044,0.575449347087726,1.09856362829887,0.164494841329533,-0.00313190862196021,-0.00753810964306068,0.00127429239914026,0.163600087720586,NA,NA,NA,NA,NA,NA
"S2","death_7d_all","binary","dr",1,0.256163124293522,5,22,50,5428,0.012343404568902,0.0154753131908622,1.51073558033026,1.04922622157391,2.175242999791,0.0265302420154276,0.00313016513102346,-0.00130459647725048,0.00756492673929741,0.166565573886835,NA,NA,NA,NA,NA,NA
