"db","database_role","analysis_set","variant","stratum","ps_covariates","treated_eligible","matched","match_rate","caliper","max_smd","n_viol"
"IUH","external_validation","primary","pooled","Overall",23,1377,1375,0.998547567175018,0.0535920758744021,0.246947535333684,6
