"db","outcome","modifier","method","n_pairs","events_trt","events_ctl","scale","estimate","ci_lo","ci_hi","p","log_estimate","se"
"IUH","aki1_48h","eGFR_per_30","frozen_pairs_hc1",1235,293,301,"OR",0.533167834213115,0.409473975068353,0.694227122473537,3.01341543623034e-06,-0.628919018429158,0.134674955217379
"IUH","aki1_48h","eGFR_per_30","frozen_pairs_hc1",1235,293,301,"RD",-0.106750973269797,-0.152231374879274,-0.0612705716603186,4.42832721152994e-06,NA,0.0232042865354479
"IUH","aki1_7d","eGFR_per_30","frozen_pairs_hc1",1069,288,295,"OR",0.552415284689759,0.419656932325892,0.727171704438539,2.31795253721147e-05,-0.593455188224874,0.140235990337216
"IUH","aki1_7d","eGFR_per_30","frozen_pairs_hc1",1069,288,295,"RD",-0.111547663765484,-0.163470400295175,-0.0596249272357937,2.65097992932611e-05,NA,0.0264911921069849
