"db","outcome","modifier","method","n_pairs","events_trt","events_ctl","scale","estimate","ci_lo","ci_hi","p","log_estimate","se"
"MIMIC","aki1_48h","eGFR_per_30","frozen_pairs_hc1",4690,1658,1180,"OR",0.422829655533716,0.370794809470756,0.482166721411081,8.88395120610504e-38,-0.860785886637585,0.0670002841540235
"MIMIC","aki1_48h","eGFR_per_30","frozen_pairs_hc1",4690,1658,1180,"RD",-0.19081511499284,-0.216509047091211,-0.165121182894468,1.76241570834332e-47,NA,0.0131091490297814
"MIMIC","aki1_7d","eGFR_per_30","frozen_pairs_hc1",4202,1674,1214,"OR",0.472454276976181,0.413218093550937,0.540182163648579,5.31184042907031e-28,-0.749814305035072,0.0683497187830825
"MIMIC","aki1_7d","eGFR_per_30","frozen_pairs_hc1",4202,1674,1214,"RD",-0.173485428799553,-0.201623686907088,-0.145347170692018,2.41475073279333e-33,NA,0.0143562541364974
