"db","database_role","analysis_set","variant","stratum","ps_covariates","treated_eligible","matched","match_rate","caliper","max_smd","n_viol"
"MIMIC","primary","s2_no_aortic","pooled","Overall",22,5428,5428,1,0.0629611809695803,0.263317698312185,4
