"db","outcome","scale","egfr","n_pairs","events_trt","events_ctl","estimate","ci_lo","ci_hi","p","egfr_cell","sparse_lt20"
"IUH","aki1_7d","RD",94,1069,288,295,-0.0703178323453051,-0.122693562440225,-0.0179421022503855,0.00850269352740702,"G1_ge90",FALSE
"IUH","aki1_7d","RD",96,1069,288,295,-0.0697762092155366,-0.122578720391098,-0.0169736980399755,0.00959607996900622,"G1_ge90",FALSE
"IUH","aki1_7d","RD",98,1069,288,295,-0.0686459936884511,-0.121704502378277,-0.0155874849986249,0.0112188485382163,"G1_ge90",FALSE
"IUH","aki1_7d","RD",100,1069,288,295,-0.0669385048486132,-0.120233329497685,-0.0136436801995414,0.0138254240781901,"G1_ge90",FALSE
"IUH","aki1_7d","RD",102,1069,288,295,-0.0646650617805861,-0.118387852719858,-0.0109422708413138,0.0183137275550426,"G1_ge90",FALSE
"IUH","aki1_7d","RD",104,1069,288,295,-0.0618369835689337,-0.116440840656413,-0.00723312648145472,0.0264437342342609,"G1_ge90",FALSE
"IUH","aki1_7d","RD",106,1069,288,295,-0.0584655892982199,-0.114693012592456,-0.00223816600398414,0.041548036276363,"G1_ge90",FALSE
"IUH","aki1_7d","RD",108,1069,288,295,-0.0545621980530081,-0.113437041358836,0.0043126452528202,0.0693047581119881,"G1_ge90",FALSE
"IUH","aki1_7d","RD",110,1069,288,295,-0.0501381289178625,-0.11291567481997,0.0126394169842449,0.117493768359546,"G1_ge90",FALSE
"IUH","aki1_7d","RD",112,1069,288,295,-0.0452047009773469,-0.11329037549391,0.0228809735392162,0.193149125310523,"G1_ge90",FALSE
"IUH","aki1_7d","RD",114,1069,288,295,-0.0397732333160246,-0.114633805422871,0.0350873387908218,0.297716358373261,"G1_ge90",FALSE
"IUH","aki1_7d","RD",116,1069,288,295,-0.0338550450184603,-0.116945418133777,0.0492353280968565,0.424522972178323,"G1_ge90",FALSE
"IUH","aki1_7d","RD",118,1069,288,295,-0.0274614551692165,-0.120177842497791,0.0652549321593581,0.561558659543538,"G1_ge90",FALSE
"IUH","aki1_7d","RD",120,1069,288,295,-0.0206037828528579,-0.124261498888757,0.0830539331830411,0.696843994469903,"G1_ge90",FALSE
