"db","outcome","scale","egfr","n_pairs","events_trt","events_ctl","estimate","ci_lo","ci_hi","p","egfr_cell","sparse_lt20"
"MIMIC","aki1_7d","OR",64,4202,1674,1214,2.63878727629991,2.19322736588028,3.17486385492347,8.39111505128073e-25,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",66,4202,1674,1214,2.47679887722012,2.07440533651359,2.95724879328985,1.16358077698416e-23,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",68,4202,1674,1214,2.32716755890819,1.96591978761437,2.75479644762445,9.81334828695259e-23,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",70,4202,1674,1214,2.18913554964169,1.86610499863284,2.56808403504412,6.6606128928033e-22,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",72,4202,1674,1214,2.06197443599075,1.77342338126675,2.39747519943173,5.02335192456859e-21,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",74,4202,1674,1214,1.94498859739876,1.68652618609902,2.24306072161341,5.97839821126155e-20,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",76,4202,1674,1214,1.83751773140264,1.60433120096839,2.10459748659194,1.53376775508141e-18,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",78,4202,1674,1214,1.73893860792416,1.52611429127143,1.98144234637233,9.85381619209885e-17,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",80,4202,1674,1214,1.6486661814378,1.45158141905454,1.87250962442539,1.39242927000231e-14,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",82,4202,1674,1214,1.5661541796907,1.38086766920366,1.7763026604694,2.87887677324066e-12,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",84,4202,1674,1214,1.49089527747978,1.31443209482452,1.69104873288129,5.16840118980936e-10,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",86,4202,1674,1214,1.42242095415849,1.25287836151355,1.61490646896072,5.28130676825461e-08,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",88,4202,1674,1214,1.36030112435766,1.19677350423404,1.5461732252445,2.49032248724515e-06,"G2_60_89",FALSE
"MIMIC","aki1_7d","OR",90,4202,1674,1214,1.30414362310863,1.14651930493894,1.48343824859145,5.3354070104661e-05,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",92,4202,1674,1214,1.25355595996426,1.10218779580528,1.4257121615231,0.000577630191959694,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",94,4202,1674,1214,1.20804265874804,1.06321859897584,1.37259361975119,0.00372131335365635,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",96,4202,1674,1214,1.16713289674379,1.02872606442778,1.32416125707796,0.0164061473202717,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",98,4202,1674,1214,1.13041288741968,0.997617589988687,1.28088488902745,0.054531595325089,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",100,4202,1674,1214,1.09751861462997,0.968619678837208,1.24357075927396,0.144342009693937,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",102,4202,1674,1214,1.06812959759293,0.940367907540616,1.21324944003872,0.310563566043928,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",104,4202,1674,1214,1.04196353022352,0.911612232746822,1.190953740325,0.546607438623043,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",106,4202,1674,1214,1.01877166364508,0.881489985635084,1.17743334531293,0.80116339096919,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",108,4202,1674,1214,0.99833482163557,0.849694041003287,1.17297799913165,0.983834444681974,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",110,4202,1674,1214,0.980459956153108,0.816408523332982,1.17747634688482,0.832708090840002,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",112,4202,1674,1214,0.96497716456147,0.782088685511563,1.19063342223908,0.739492584705903,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",114,4202,1674,1214,0.951737102249315,0.747251936915606,1.21217954353757,0.688548737035235,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",116,4202,1674,1214,0.940608734425435,0.712360858384604,1.24198961925522,0.665909556984697,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",118,4202,1674,1214,0.931477379317238,0.677784856823931,1.28012613360157,0.661685397972612,"G1_ge90",FALSE
"MIMIC","aki1_7d","OR",120,4202,1674,1214,0.924243002080732,0.643802192263132,1.3268440790678,0.669352859636717,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",30,4202,1674,1214,0.486405778464442,0.397522488888072,0.575289068040811,7.69152338707508e-27,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",32,4202,1674,1214,0.470719861571099,0.390385947408812,0.551053775733386,1.57480605097331e-30,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",34,4202,1674,1214,0.455060723109693,0.382497277453104,0.527624168766282,1.00528382336453e-34,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",36,4202,1674,1214,0.439430036732221,0.37377585132989,0.505084222134551,2.58071730121482e-39,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",38,4202,1674,1214,0.423829476090678,0.364143748071371,0.483515204109984,4.92515045293984e-44,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",40,4202,1674,1214,0.40826071483706,0.353537747524682,0.462983682149437,2.01611188744035e-48,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",42,4202,1674,1214,0.392725426623364,0.341927115331882,0.443523737914846,7.2493521948704e-52,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",44,4202,1674,1214,0.377225285101585,0.329333672140442,0.425116898062728,9.05564907517898e-54,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",46,4202,1674,1214,0.36176196392372,0.315845949115262,0.407677978732178,8.48825516501164e-54,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",48,4202,1674,1214,0.346337136741765,0.301618380471368,0.391055893012162,4.81409057316951e-52,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",50,4202,1674,1214,0.330952477207715,0.286853130175613,0.375051824239817,5.62547340095556e-49,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",52,4202,1674,1214,0.315609658973568,0.271771988112015,0.35944732983512,3.24773597553488e-45,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",54,4202,1674,1214,0.300310355691318,0.256589790457121,0.344030920925515,2.58349354471955e-41,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",56,4202,1674,1214,0.285056241012963,0.241496623331456,0.328615858694469,1.16758551896367e-37,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",58,4202,1674,1214,0.269848988590497,0.226649381498243,0.313048595682751,1.82550408697076e-34,"G3plus_lt60",FALSE
"MIMIC","aki1_7d","RD",60,4202,1674,1214,0.254690272075918,0.212169307694136,0.2972112364577,7.95569598033429e-32,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",62,4202,1674,1214,0.239588686964082,0.198133051446504,0.281044322481659,9.5768078383411e-30,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",64,4202,1674,1214,0.22458051612129,0.184547979531257,0.264613052711323,4.01674897749015e-28,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",66,4202,1674,1214,0.209708964256704,0.171383387986273,0.248034540527136,7.79558074926117e-27,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",68,4202,1674,1214,0.195017236079487,0.158586220602907,0.231448251556067,9.40286952989169e-26,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",70,4202,1674,1214,0.180548536298801,0.146086813869163,0.215010258728439,9.75671747153837e-25,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",72,4202,1674,1214,0.166346069623807,0.133804936848972,0.198887202398642,1.25429761963057e-23,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",74,4202,1674,1214,0.152453040763667,0.121658446842209,0.183247634685126,2.92015309981595e-22,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",76,4202,1674,1214,0.138912654427544,0.109576589208113,0.168248719646976,1.67853330373413e-20,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",78,4202,1674,1214,0.1257681153246,0.0975181038103727,0.154018126838828,2.64176851334056e-18,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",80,4202,1674,1214,0.113062628163997,0.0854902459071234,0.140635010420871,9.19689727262462e-16,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",82,4202,1674,1214,0.100839397654897,0.0735607261296189,0.128118069180175,4.31125999011807e-13,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",84,4202,1674,1214,0.0891416285064612,0.0618552718627247,0.116427985150198,1.52241638313375e-10,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",86,4202,1674,1214,0.0780125254278526,0.0505405974352367,0.105484453420469,2.60881974627439e-08,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",88,4202,1674,1214,0.0674952931282331,0.0397998879944097,0.0951906982620565,1.78255041194566e-06,"G2_60_89",FALSE
"MIMIC","aki1_7d","RD",90,4202,1674,1214,0.0576331363167647,0.029808580049138,0.0854576925843914,4.91237361943356e-05,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",92,4202,1674,1214,0.0484599429171512,0.0206926247180621,0.0762272611162402,0.000624781998363946,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",94,4202,1674,1214,0.0399723337112632,0.0124454773793357,0.0674991900431906,0.00442502749005845,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",96,4202,1674,1214,0.0321576126955132,0.00497591590484079,0.0593393094861856,0.0204058784870856,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",98,4202,1674,1214,0.0250030838663141,-0.00187486309781042,0.0518810308304386,0.0682608742427609,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",100,4202,1674,1214,0.0184960512200779,-0.00833321484863955,0.0453253172887954,0.176624737057579,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",102,4202,1674,1214,0.0126238187532174,-0.0146784578786402,0.039926095385075,0.364803610376858,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",104,4202,1674,1214,0.00737369046214476,-0.0212007990973117,0.0359481800216013,0.613010412803142,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",106,4202,1674,1214,0.0027329703432728,-0.0281372146189754,0.033603155305521,0.862242011544814,"G1_ge90",FALSE
"MIMIC","aki1_7d","RD",108,4202,1674,1214,-0.00131103760698614,-0.0356204451223757,0.0329983699084034,0.94029754439602,"G1_ge90",FALSE
