hospitalid,n_treated,map_periodic_n_treated,map_periodic_pct_treated,map_aperiodic_n_treated,map_aperiodic_pct_treated,map_any_n_treated,map_any_pct_treated,vaso_infusion_interface_near_t0_n_treated,vaso_infusion_interface_near_t0_pct_treated,vaso_rate_near_t0_n_treated,vaso_rate_near_t0_pct_treated,vaso_active_med_interval_n_treated,vaso_active_med_interval_pct_treated,vaso_best_effort_n_treated,vaso_best_effort_pct_treated,vaso_positive_best_effort_n_treated,vaso_positive_best_effort_pct_treated,vent_explicit_state_n_treated,vent_explicit_state_pct_treated,vent_explicit_on_n_treated,vent_explicit_on_pct_treated,vent_explicit_off_n_treated,vent_explicit_off_pct_treated,vent_setting_on_n_treated,vent_setting_on_pct_treated,vent_care_interval_on_n_treated,vent_care_interval_on_pct_treated,vent_treatment_support_n_treated,vent_treatment_support_pct_treated,vent_clean_n_treated,vent_clean_pct_treated,vent_positive_clean_n_treated,vent_positive_clean_pct_treated,n_control,map_periodic_n_control,map_periodic_pct_control,map_aperiodic_n_control,map_aperiodic_pct_control,map_any_n_control,map_any_pct_control,vaso_infusion_interface_near_t0_n_control,vaso_infusion_interface_near_t0_pct_control,vaso_rate_near_t0_n_control,vaso_rate_near_t0_pct_control,vaso_active_med_interval_n_control,vaso_active_med_interval_pct_control,vaso_best_effort_n_control,vaso_best_effort_pct_control,vaso_positive_best_effort_n_control,vaso_positive_best_effort_pct_control,vent_explicit_state_n_control,vent_explicit_state_pct_control,vent_explicit_on_n_control,vent_explicit_on_pct_control,vent_explicit_off_n_control,vent_explicit_off_pct_control,vent_setting_on_n_control,vent_setting_on_pct_control,vent_care_interval_on_n_control,vent_care_interval_on_pct_control,vent_treatment_support_n_control,vent_treatment_support_pct_control,vent_clean_n_control,vent_clean_pct_control,vent_positive_clean_n_control,vent_positive_clean_pct_control,frozen_pair_rows_treated_site,frozen_pair_rows_control_site,frozen_unique_treated_site,frozen_unique_control_site,frozen_same_site_pair_rows,map_pass_both,vaso_best_effort_pass_both,vent_clean_pass_both,n_treated_pass,high_fidelity_site,vaso_schema_note,vent_schema_note
253,18,15,0.8333333333333334,13,0.7222222222222222,15,0.8333333333333334,8,0.4444444444444444,4,0.2222222222222222,0,0.0,8,0.4444444444444444,4,0.2222222222222222,0,0.0,0,0.0,0,0.0,11,0.6111111111111112,11,0.6111111111111112,10,0.5555555555555556,12,0.6666666666666666,12,0.6666666666666666,3,3,1.0,2,0.6666666666666666,3,1.0,3,1.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,18,0,18,0,0,True,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
254,7,4,0.5714285714285714,2,0.2857142857142857,5,0.7142857142857143,0,0.0,0,0.0,4,0.5714285714285714,4,0.5714285714285714,4,0.5714285714285714,0,0.0,0,0.0,0,0.0,7,1.0,7,1.0,2,0.2857142857142857,7,1.0,7,1.0,40,4,0.1,32,0.8,36,0.9,2,0.05,1,0.025,1,0.025,3,0.075,2,0.05,0,0.0,0,0.0,0,0.0,7,0.175,4,0.1,3,0.075,8,0.2,8,0.2,7,2,7,2,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
256,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,1,1.0,1,1.0,19,17,0.8947368421052632,14,0.7368421052631579,17,0.8947368421052632,6,0.3157894736842105,6,0.3157894736842105,0,0.0,6,0.3157894736842105,6,0.3157894736842105,0,0.0,0,0.0,0,0.0,8,0.42105263157894735,2,0.10526315789473684,5,0.2631578947368421,8,0.42105263157894735,8,0.42105263157894735,1,2,1,2,0,True,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
264,22,8,0.36363636363636365,22,1.0,22,1.0,4,0.18181818181818182,2,0.09090909090909091,0,0.0,4,0.18181818181818182,2,0.09090909090909091,0,0.0,0,0.0,0,0.0,13,0.5909090909090909,14,0.6363636363636364,1,0.045454545454545456,15,0.6818181818181818,15,0.6818181818181818,808,63,0.07797029702970297,729,0.9022277227722773,739,0.9146039603960396,88,0.10891089108910891,59,0.07301980198019802,37,0.04579207920792079,102,0.12623762376237624,73,0.09034653465346534,0,0.0,0,0.0,0,0.0,147,0.18193069306930693,141,0.1745049504950495,81,0.10024752475247525,192,0.2376237623762376,192,0.2376237623762376,7,46,7,43,1,True,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
266,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5,2,1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
269,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29,23,0.7931034482758621,5,0.1724137931034483,23,0.7931034482758621,16,0.5517241379310345,9,0.3103448275862069,0,0.0,16,0.5517241379310345,9,0.3103448275862069,0,0.0,0,0.0,0,0.0,7,0.2413793103448276,0,0.0,14,0.4827586206896552,7,0.2413793103448276,7,0.2413793103448276,0,6,0,3,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
271,2,2,1.0,2,1.0,2,1.0,1,0.5,1,0.5,1,0.5,2,1.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,49,36,0.7346938775510204,41,0.8367346938775511,43,0.8775510204081632,27,0.5510204081632653,25,0.5102040816326531,35,0.7142857142857143,43,0.8775510204081632,42,0.8571428571428571,0,0.0,0,0.0,0,0.0,20,0.40816326530612246,0,0.0,29,0.5918367346938775,20,0.40816326530612246,20,0.40816326530612246,1,12,1,12,0,True,True,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
275,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,31,30,0.967741935483871,27,0.8709677419354839,30,0.967741935483871,20,0.6451612903225806,19,0.6129032258064516,0,0.0,20,0.6451612903225806,19,0.6129032258064516,0,0.0,0,0.0,0,0.0,15,0.4838709677419355,0,0.0,22,0.7096774193548387,15,0.4838709677419355,15,0.4838709677419355,0,7,0,4,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
277,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,18,13,0.7222222222222222,13,0.7222222222222222,15,0.8333333333333334,7,0.3888888888888889,4,0.2222222222222222,0,0.0,7,0.3888888888888889,4,0.2222222222222222,0,0.0,0,0.0,0,0.0,3,0.16666666666666666,0,0.0,4,0.2222222222222222,3,0.16666666666666666,3,0.16666666666666666,0,10,0,7,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
280,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,22,20,0.9090909090909091,10,0.45454545454545453,20,0.9090909090909091,12,0.5454545454545454,10,0.45454545454545453,0,0.0,12,0.5454545454545454,10,0.45454545454545453,0,0.0,0,0.0,0,0.0,12,0.5454545454545454,0,0.0,10,0.45454545454545453,12,0.5454545454545454,12,0.5454545454545454,0,4,0,4,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
281,1,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,613,192,0.3132137030995106,564,0.9200652528548124,591,0.964110929853181,295,0.4812398042414356,94,0.1533442088091354,159,0.25938009787928223,353,0.5758564437194127,176,0.28711256117455136,0,0.0,0,0.0,0,0.0,238,0.38825448613376834,0,0.0,133,0.2169657422512235,238,0.38825448613376834,238,0.38825448613376834,0,62,0,57,0,True,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
282,24,24,1.0,21,0.875,24,1.0,18,0.75,17,0.7083333333333334,23,0.9583333333333334,24,1.0,24,1.0,0,0.0,0,0.0,0,0.0,18,0.75,0,0.0,22,0.9166666666666666,18,0.75,18,0.75,11,11,1.0,8,0.7272727272727273,11,1.0,6,0.5454545454545454,5,0.45454545454545453,11,1.0,11,1.0,11,1.0,0,0.0,0,0.0,0,0.0,5,0.45454545454545453,0,0.0,7,0.6363636363636364,5,0.45454545454545453,5,0.45454545454545453,23,1,23,1,0,True,True,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
283,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,97,81,0.8350515463917526,80,0.8247422680412371,84,0.865979381443299,57,0.5876288659793815,34,0.35051546391752575,0,0.0,57,0.5876288659793815,34,0.35051546391752575,0,0.0,0,0.0,0,0.0,51,0.5257731958762887,0,0.0,61,0.6288659793814433,51,0.5257731958762887,51,0.5257731958762887,0,49,0,33,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
300,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,541,198,0.3659889094269871,414,0.7652495378927912,458,0.8465804066543438,190,0.3512014787430684,75,0.13863216266173753,26,0.04805914972273567,200,0.36968576709796674,89,0.1645101663585952,0,0.0,0,0.0,0,0.0,220,0.4066543438077634,223,0.4121996303142329,75,0.13863216266173753,259,0.4787430683918669,259,0.4787430683918669,0,50,0,44,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
301,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,56,51,0.9107142857142857,30,0.5357142857142857,55,0.9821428571428571,43,0.7678571428571429,30,0.5357142857142857,0,0.0,43,0.7678571428571429,30,0.5357142857142857,0,0.0,0,0.0,0,0.0,32,0.5714285714285714,29,0.5178571428571429,44,0.7857142857142857,37,0.6607142857142857,37,0.6607142857142857,0,1,0,1,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
303,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,5,0.5555555555555556,2,0.2222222222222222,5,0.5555555555555556,3,0.3333333333333333,2,0.2222222222222222,0,0.0,3,0.3333333333333333,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,6,0.6666666666666666,4,0.4444444444444444,6,0.6666666666666666,7,0.7777777777777778,7,0.7777777777777778,0,1,0,1,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
318,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,274,24,0.08759124087591241,242,0.8832116788321168,246,0.8978102189781022,72,0.26277372262773724,9,0.032846715328467155,0,0.0,72,0.26277372262773724,9,0.032846715328467155,0,0.0,0,0.0,0,0.0,52,0.1897810218978102,92,0.3357664233576642,19,0.06934306569343066,97,0.354014598540146,97,0.354014598540146,0,30,0,24,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
331,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,94,60,0.6382978723404256,65,0.6914893617021277,67,0.7127659574468085,33,0.35106382978723405,14,0.14893617021276595,5,0.05319148936170213,33,0.35106382978723405,17,0.18085106382978725,0,0.0,0,0.0,0,0.0,62,0.6595744680851063,66,0.7021276595744681,44,0.46808510638297873,76,0.8085106382978723,76,0.8085106382978723,0,13,0,11,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
336,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,51,26,0.5098039215686274,16,0.3137254901960784,27,0.5294117647058824,14,0.27450980392156865,10,0.19607843137254902,1,0.0196078431372549,14,0.27450980392156865,10,0.19607843137254902,0,0.0,0,0.0,0,0.0,39,0.7647058823529411,42,0.8235294117647058,17,0.3333333333333333,44,0.8627450980392157,44,0.8627450980392157,0,12,0,8,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
337,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,22,18,0.8181818181818182,1,0.045454545454545456,18,0.8181818181818182,8,0.36363636363636365,2,0.09090909090909091,0,0.0,8,0.36363636363636365,2,0.09090909090909091,0,0.0,0,0.0,0,0.0,17,0.7727272727272727,16,0.7272727272727273,10,0.45454545454545453,18,0.8181818181818182,18,0.8181818181818182,0,2,0,2,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
338,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,971,363,0.37384140061791965,898,0.9248197734294542,924,0.9515962924819773,255,0.262615859938208,121,0.12461380020597322,33,0.03398558187435633,278,0.286302780638517,147,0.1513903192584964,0,0.0,0,0.0,0,0.0,431,0.44387229660144184,361,0.3717816683831102,219,0.2255406797116375,479,0.4933058702368692,479,0.4933058702368692,0,91,0,73,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
345,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,71,50,0.704225352112676,38,0.5352112676056338,54,0.7605633802816901,26,0.36619718309859156,9,0.1267605633802817,0,0.0,26,0.36619718309859156,9,0.1267605633802817,0,0.0,0,0.0,0,0.0,57,0.8028169014084507,56,0.7887323943661971,24,0.3380281690140845,61,0.8591549295774648,61,0.8591549295774648,0,13,0,11,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
350,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,0,3,0,2,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
352,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,1,0,0,True,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
360,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,10,0.5,7,0.35,11,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2,0,0.0,0,0.0,0,1,0,1,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
365,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0.5,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
382,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,816,398,0.4877450980392157,744,0.9117647058823529,790,0.9681372549019608,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0012254901960784314,88,0.10784313725490197,295,0.36151960784313725,89,0.1090686274509804,89,0.1090686274509804,0,73,0,63,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
384,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,69,41,0.5942028985507246,22,0.3188405797101449,44,0.6376811594202898,22,0.3188405797101449,15,0.21739130434782608,0,0.0,22,0.3188405797101449,15,0.21739130434782608,0,0.0,0,0.0,0,0.0,54,0.782608695652174,61,0.8840579710144928,20,0.2898550724637681,66,0.9565217391304348,66,0.9565217391304348,0,23,0,19,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
387,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,57,0.76,30,0.4,61,0.8133333333333334,2,0.02666666666666667,0,0.0,0,0.0,2,0.02666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,57,0.76,65,0.8666666666666667,0,0.0,65,0.8666666666666667,65,0.8666666666666667,0,23,0,19,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
390,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,148,85,0.5743243243243243,87,0.5878378378378378,100,0.6756756756756757,60,0.40540540540540543,31,0.20945945945945946,0,0.0,60,0.40540540540540543,31,0.20945945945945946,0,0.0,0,0.0,0,0.0,108,0.7297297297297297,109,0.7364864864864865,50,0.33783783783783783,121,0.8175675675675675,121,0.8175675675675675,0,69,0,44,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
394,2,1,0.5,2,1.0,2,1.0,2,1.0,1,0.5,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,1,0.5,2,1.0,2,1.0,714,40,0.056022408963585436,675,0.9453781512605042,680,0.9523809523809523,185,0.25910364145658266,67,0.0938375350140056,0,0.0,185,0.25910364145658266,67,0.0938375350140056,0,0.0,0,0.0,0,0.0,134,0.1876750700280112,128,0.1792717086834734,53,0.0742296918767507,158,0.22128851540616246,158,0.22128851540616246,0,73,0,59,0,True,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
397,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,34,27,0.7941176470588235,12,0.35294117647058826,27,0.7941176470588235,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.9705882352941176,22,0.6470588235294118,33,0.9705882352941176,33,0.9705882352941176,0,19,0,13,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
398,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,160,1,0.00625,145,0.90625,145,0.90625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0125,12,0.075,2,0.0125,2,0.0125,0,14,0,13,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
400,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,101,95,0.9405940594059405,51,0.504950495049505,96,0.9504950495049505,21,0.2079207920792079,9,0.0891089108910891,0,0.0,21,0.2079207920792079,9,0.0891089108910891,0,0.0,0,0.0,0,0.0,82,0.8118811881188119,68,0.6732673267326733,60,0.594059405940594,88,0.8712871287128713,88,0.8712871287128713,0,46,0,31,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
401,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,3,1.0,3,1.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,3,1.0,2,0.6666666666666666,3,1.0,3,1.0,0,1,0,1,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
403,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,186,143,0.7688172043010753,64,0.34408602150537637,143,0.7688172043010753,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,112,0.6021505376344086,85,0.45698924731182794,112,0.6021505376344086,112,0.6021505376344086,0,47,0,33,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
407,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,62,39,0.6290322580645161,30,0.4838709677419355,44,0.7096774193548387,14,0.22580645161290322,13,0.20967741935483872,0,0.0,14,0.22580645161290322,13,0.20967741935483872,0,0.0,0,0.0,0,0.0,25,0.4032258064516129,34,0.5483870967741935,26,0.41935483870967744,34,0.5483870967741935,34,0.5483870967741935,0,30,0,17,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
413,198,137,0.6919191919191919,163,0.8232323232323232,175,0.8838383838383839,0,0.0,0,0.0,3,0.015151515151515152,3,0.015151515151515152,3,0.015151515151515152,0,0.0,0,0.0,0,0.0,103,0.5202020202020202,127,0.6414141414141414,76,0.3838383838383838,145,0.7323232323232324,145,0.7323232323232324,268,96,0.3582089552238806,252,0.9402985074626866,254,0.9477611940298507,0,0.0,0,0.0,3,0.011194029850746268,3,0.011194029850746268,3,0.011194029850746268,0,0.0,0,0.0,0,0.0,54,0.20149253731343283,54,0.20149253731343283,83,0.30970149253731344,65,0.24253731343283583,65,0.24253731343283583,184,18,184,15,2,True,False,False,True,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
416,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,586,314,0.5358361774744027,334,0.5699658703071673,508,0.8668941979522184,351,0.5989761092150171,132,0.22525597269624573,0,0.0,351,0.5989761092150171,132,0.22525597269624573,0,0.0,0,0.0,0,0.0,286,0.4880546075085324,145,0.24744027303754265,242,0.4129692832764505,344,0.5870307167235495,344,0.5870307167235495,0,30,0,24,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
417,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,90,33,0.36666666666666664,32,0.35555555555555557,34,0.37777777777777777,10,0.1111111111111111,7,0.07777777777777778,0,0.0,10,0.1111111111111111,7,0.07777777777777778,0,0.0,0,0.0,0,0.0,34,0.37777777777777777,78,0.8666666666666667,27,0.3,85,0.9444444444444444,85,0.9444444444444444,0,25,0,20,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
420,185,177,0.9567567567567568,63,0.34054054054054056,184,0.9945945945945946,175,0.9459459459459459,141,0.7621621621621621,0,0.0,175,0.9459459459459459,141,0.7621621621621621,0,0.0,0,0.0,0,0.0,154,0.8324324324324325,137,0.7405405405405405,128,0.6918918918918919,166,0.8972972972972973,166,0.8972972972972973,357,108,0.3025210084033613,276,0.773109243697479,351,0.9831932773109243,263,0.7366946778711485,118,0.33053221288515405,0,0.0,263,0.7366946778711485,118,0.33053221288515405,0,0.0,0,0.0,0,0.0,155,0.4341736694677871,158,0.4425770308123249,4,0.011204481792717087,171,0.4789915966386555,171,0.4789915966386555,177,43,177,39,3,True,False,False,True,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
435,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,223,195,0.874439461883408,143,0.6412556053811659,209,0.9372197309417041,3,0.013452914798206279,1,0.004484304932735426,0,0.0,3,0.013452914798206279,1,0.004484304932735426,0,0.0,0,0.0,0,0.0,0,0.0,12,0.053811659192825115,141,0.6322869955156951,12,0.053811659192825115,12,0.053811659192825115,0,67,0,47,0,False,False,False,False,False,best-effort only: infusionDrug has point offsets/rates but no stop; medication contributes only explicit active IV pressor intervals,absence is not off; treatment events are support-only and excluded from clean recoverability
