"db","analysis","cut","stratum","outcome","method","events_trt","events_ctl","sparse_lt20","match_rate","max_smd","n_viol","adjustment_vars","n","rate_trt","rate_ctl","or","or_ci_lo","or_ci_hi","or_p","rd","rd_ci_lo","rd_ci_hi","rd_p"
"MIMIC","albumin_stratified",3.5,"low","aki1_48h","psm",155,128,FALSE,0.997971602434077,0.403391722547683,16,"",363,0.426997245179063,0.352617079889807,1.36812650240378,1.01376790685233,1.84634975513408,0.0404224517156477,0.0743801652892562,0.0035352176930743,0.145225112885438,0.0399663043081438
"MIMIC","albumin_stratified",3.5,"low","aki1_48h","dr",155,128,FALSE,0.997971602434077,0.403391722547683,16,"age;is_female;bmi;surg_combined;heart_failure;hypertension;pvd;stroke;liver_disease;egfr;last_lactate;last_heartrate;last_hemoglobin;map_before_t0;vent_at_t0;surg_aortic",363,0.426997245179063,0.352617079889807,1.81406181115814,1.26603567467826,2.59931084133049,0.00117268134594334,0.122784844151622,0.051196810275935,0.194372878027308,0.000816233246990021
"MIMIC","albumin_stratified",3.5,"low","aki2_48h","psm",22,18,TRUE,0.997971602434077,0.403391722547683,16,"",363,0.0606060606060606,0.0495867768595041,1.23655913167398,0.651024197554137,2.34872757705625,0.516528028682081,0.0110192837465564,-0.0222118809886487,0.0442504484817616,0.515946214486924
"MIMIC","albumin_stratified",3.5,"low","aki2_48h","dr",22,18,TRUE,0.997971602434077,0.403391722547683,16,"age;is_female;bmi;surg_combined;heart_failure;hypertension;pvd;stroke;liver_disease;egfr;last_lactate;last_heartrate;last_hemoglobin;map_before_t0;vent_at_t0;surg_aortic",363,0.0606060606060606,0.0495867768595041,1.58490024220631,0.83732702395756,2.99991366082188,0.157176838665224,0.0219879498332496,-0.00798981404417545,0.0519657137106747,0.150986096461762
"MIMIC","albumin_stratified",3.5,"low","aki1_7d","psm",111,107,FALSE,0.997971602434077,0.403391722547683,16,"",232,0.478448275862069,0.461206896551724,1.07167683623516,0.743604099497175,1.54449288552822,0.710453372194781,0.0172413793103448,-0.0737663132265502,0.10824907184724,0.710568384328624
"MIMIC","albumin_stratified",3.5,"low","aki1_7d","dr",111,107,FALSE,0.997971602434077,0.403391722547683,16,"age;is_female;bmi;surg_combined;heart_failure;hypertension;pvd;stroke;liver_disease;egfr;last_lactate;last_heartrate;last_hemoglobin;map_before_t0;vent_at_t0;surg_aortic",232,0.478448275862069,0.461206896551724,1.23572789701995,0.810793574008595,1.8833689417686,0.324888717671804,0.0463709791317941,-0.0455021032864347,0.138244061550023,0.323068320427099
"MIMIC","albumin_stratified",3.5,"low","aki2_7d","psm",26,33,FALSE,0.997971602434077,0.403391722547683,16,"",232,0.112068965517241,0.142241379310345,0.761106208618528,0.438750499647437,1.32030085723699,0.331387517753619,-0.0301724137931034,-0.0908676866997199,0.030522859113513,0.330396811718797
"MIMIC","albumin_stratified",3.5,"low","aki2_7d","dr",26,33,FALSE,0.997971602434077,0.403391722547683,16,"age;is_female;bmi;surg_combined;heart_failure;hypertension;pvd;stroke;liver_disease;egfr;last_lactate;last_heartrate;last_hemoglobin;map_before_t0;vent_at_t0;surg_aortic",232,0.112068965517241,0.142241379310345,1.00957728413946,0.545400736320308,1.86880256071347,0.975796140336062,-0.00472385717379648,-0.0615848774259397,0.0521371630783468,0.87072492802571
"MIMIC","albumin_stratified",3.5,"normal","aki1_48h","psm",609,391,FALSE,0.998515586343394,0.157600341943394,1,"",1780,0.342134831460674,0.219662921348315,1.84750612085123,1.59180270400846,2.14428512904739,6.67716696929422e-16,0.12247191011236,0.0932112541319112,0.151732566092809,3.22229152879326e-16
"MIMIC","albumin_stratified",3.5,"normal","aki1_48h","dr",609,391,FALSE,0.998515586343394,0.157600341943394,1,"egfr",1780,0.342134831460674,0.219662921348315,1.9938803475661,1.71120908772837,2.32324551623781,8.98466647872741e-19,0.131099172588964,0.102591211795788,0.15960713338214,3.18965767531521e-19
